시도명,일산화탄소,질소산화물,휘발성유기화합물,미세먼지,초미세먼지,기준연도,위도,경도
경기,2505,47009,840,1334,1228,2022,37.570541,127.218186
경기,3876,11865,446,94,86,2022,37.570541,127.218186
경기,388,901,22,9,8,2022,37.570541,127.218186
경기,230,1003,28,5,5,2022,37.570541,127.218186
경기,54499,123440,3464,1140,1048,2022,37.570541,127.218186
경기,2512,3852,136,42,39,2022,37.570541,127.218186
경기,0,0,0,0,0,2022,37.570541,127.218186
경기,18213,309781,4281,5348,4920,2022,37.570541,127.218186
경기,50975,182713,7771,2151,1979,2022,37.570541,127.218186
경기,21725,77277,2888,1435,1321,2022,37.570541,127.218186
경기,3322,9048,340,101,93,2022,37.570541,127.218186
경기,3817,14293,577,295,272,2022,37.570541,127.218186
경기,618,2071,88,46,42,2022,37.570541,127.218186
경기,340,1014,52,15,14,2022,37.570541,127.218186
경기,195,820,33,12,11,2022,37.570541,127.218186
경기,542,1210,39,9,8,2022,37.570541,127.218186
경기,15338,305461,6762,652,600,2022,37.570541,127.218186
경기,11123,168300,3843,1938,1783,2022,37.570541,127.218186
경기,117,2333,33,13,12,2022,37.570541,127.218186
경기,2715,33202,972,127,117,2022,37.570541,127.218186
경기,899,11788,319,40,37,2022,37.570541,127.218186
경기,1068,19901,359,566,521,2022,37.570541,127.218186
경기,1432,4149,165,32,30,2022,37.570541,127.218186
경기,43,99,2,1,1,2022,37.570541,127.218186
경기,25,104,3,1,0,2022,37.570541,127.218186
경기,22566,51121,1443,471,434,2022,37.570541,127.218186
경기,723,706,39,9,9,2022,37.570541,127.218186
경기,6357,107820,1517,1845,1697,2022,37.570541,127.218186
경기,17085,59096,2585,694,639,2022,37.570541,127.218186
경기,4735,16861,630,313,288,2022,37.570541,127.218186
경기,568,1508,58,17,16,2022,37.570541,127.218186
경기,890,3348,135,69,64,2022,37.570541,127.218186
경기,167,562,24,12,11,2022,37.570541,127.218186
경기,102,304,15,5,4,2022,37.570541,127.218186
경기,53,203,9,3,3,2022,37.570541,127.218186
경기,145,308,11,2,2,2022,37.570541,127.218186
경기,6158,119940,2745,263,242,2022,37.570541,127.218186
경기,4451,66185,1560,766,704,2022,37.570541,127.218186
경기,1,24,0,0,0,2022,37.570541,127.218186
경기,215,4519,60,24,22,2022,37.570541,127.218186
경기,5075,67621,1754,236,217,2022,37.570541,127.218186
경기,1676,23987,571,74,68,2022,37.570541,127.218186
경기,833,16245,266,439,404,2022,37.570541,127.218186
경기,1939,7348,219,59,55,2022,37.570541,127.218186
경기,641,1473,34,14,13,2022,37.570541,127.218186
경기,336,1653,39,8,8,2022,37.570541,127.218186
경기,20544,46443,1283,432,397,2022,37.570541,127.218186
경기,1766,3684,91,37,34,2022,37.570541,127.218186
경기,160,734,25,7,6,2022,37.570541,127.218186
경기,6162,102908,1338,1803,1659,2022,37.570541,127.218186
경기,19337,85607,3042,980,902,2022,37.570541,127.218186
경기,26266,93936,3480,1729,1591,2022,37.570541,127.218186
경기,4777,15472,476,163,150,2022,37.570541,127.218186
경기,2028,7727,311,158,145,2022,37.570541,127.218186
경기,711,2403,102,53,49,2022,37.570541,127.218186
경기,102,304,15,5,4,2022,37.570541,127.218186
경기,325,1603,56,22,20,2022,37.570541,127.218186
경기,918,2296,64,17,16,2022,37.570541,127.218186
경기,11312,235636,4855,479,441,2022,37.570541,127.218186
경기,8214,128902,2758,1450,1334,2022,37.570541,127.218186
경기,92,2514,21,13,12,2022,37.570541,127.218186
경기,2510,45137,708,114,105,2022,37.570541,127.218186
경기,945,17408,262,40,37,2022,37.570541,127.218186
경기,732,15126,215,389,358,2022,37.570541,127.218186
경기,3730,15769,417,126,116,2022,37.570541,127.218186
경기,1320,3024,68,30,28,2022,37.570541,127.218186
경기,782,3981,92,21,19,2022,37.570541,127.218186
경기,48,60,3,1,1,2022,37.570541,127.218186
경기,20477,45613,1114,447,411,2022,37.570541,127.218186
경기,6072,12602,303,131,121,2022,37.570541,127.218186
경기,7704,126160,1517,2300,2116,2022,37.570541,127.218186
경기,26137,131852,4234,1509,1389,2022,37.570541,127.218186
경기,40316,144217,5341,2653,2441,2022,37.570541,127.218186
경기,6114,19789,609,209,192,2022,37.570541,127.218186
경기,6800,25992,1046,530,488,2022,37.570541,127.218186
경기,1784,6035,257,133,122,2022,37.570541,127.218186
경기,102,304,15,5,4,2022,37.570541,127.218186
경기,365,1697,62,24,22,2022,37.570541,127.218186
경기,1092,2709,76,20,18,2022,37.570541,127.218186
경기,5344,146820,1840,216,198,2022,37.570541,127.218186
경기,4003,78145,1043,831,764,2022,37.570541,127.218186
경기,1,24,0,0,0,2022,37.570541,127.218186
경기,95,2044,26,11,10,2022,37.570541,127.218186
경기,2307,31360,788,108,100,2022,37.570541,127.218186
경기,765,11135,257,34,31,2022,37.570541,127.218186
경기,983,18477,324,523,481,2022,37.570541,127.218186
경기,1550,4809,178,38,35,2022,37.570541,127.218186
경기,156,359,8,3,3,2022,37.570541,127.218186
경기,88,406,10,2,2,2022,37.570541,127.218186
경기,22249,50352,1407,466,428,2022,37.570541,127.218186
경기,1070,1713,56,19,17,2022,37.570541,127.218186
경기,158,730,25,7,6,2022,37.570541,127.218186
경기,7995,133654,1803,2323,2137,2022,37.570541,127.218186
경기,23191,92135,3585,1073,987,2022,37.570541,127.218186
경기,15780,56433,2093,1040,957,2022,37.570541,127.218186
경기,2197,6781,220,73,67,2022,37.570541,127.218186
경기,2774,10582,426,216,199,2022,37.570541,127.218186
경기,623,2107,90,46,43,2022,37.570541,127.218186
경기,102,304,15,5,4,2022,37.570541,127.218186
경기,135,620,23,9,8,2022,37.570541,127.218186
경기,422,1004,29,7,7,2022,37.570541,127.218186
경기,5028,107218,2135,214,197,2022,37.570541,127.218186
경기,3680,58539,1213,669,616,2022,37.570541,127.218186
경기,1,24,0,0,0,2022,37.570541,127.218186
경기,254,5880,67,31,29,2022,37.570541,127.218186
경기,6312,95178,2050,293,269,2022,37.570541,127.218186
경기,2095,33810,661,91,84,2022,37.570541,127.218186
경기,1156,23708,358,628,578,2022,37.570541,127.218186
경기,4011,16743,449,134,124,2022,37.570541,127.218186
경기,2519,5762,129,58,53,2022,37.570541,127.218186
경기,1078,5676,125,30,27,2022,37.570541,127.218186
경기,32882,73702,1895,708,651,2022,37.570541,127.218186
경기,8172,16969,410,177,162,2022,37.570541,127.218186
경기,18,66,1,1,1,2022,37.570541,127.218186
경기,9396,154933,1843,2799,2575,2022,37.570541,127.218186
경기,30051,158982,4876,1778,1635,2022,37.570541,127.218186
경기,54640,195455,7231,3592,3305,2022,37.570541,127.218186
경기,6765,22760,673,236,217,2022,37.570541,127.218186
경기,5691,21726,874,444,408,2022,37.570541,127.218186
경기,1698,5744,245,126,116,2022,37.570541,127.218186
경기,170,507,26,8,7,2022,37.570541,127.218186
경기,781,4268,134,55,51,2022,37.570541,127.218186
경기,3065,8286,210,61,56,2022,37.570541,127.218186
경기,13384,312289,5352,560,515,2022,37.570541,127.218186
경기,9836,168913,3045,1878,1728,2022,37.570541,127.218186
경기,226,4873,62,27,25,2022,37.570541,127.218186
경기,5515,74517,1874,256,235,2022,37.570541,127.218186
경기,1839,26539,612,81,74,2022,37.570541,127.218186
경기,1952,37316,645,1046,963,2022,37.570541,127.218186
경기,3516,11689,402,93,86,2022,37.570541,127.218186
경기,595,1371,32,13,12,2022,37.570541,127.218186
경기,437,1965,52,10,9,2022,37.570541,127.218186
경기,83,102,4,1,1,2022,37.570541,127.218186
경기,45003,101700,2809,945,869,2022,37.570541,127.218186
경기,2879,5604,148,58,53,2022,37.570541,127.218186
경기,15565,263925,3459,4654,4282,2022,37.570541,127.218186
경기,51481,219865,8119,2589,2382,2022,37.570541,127.218186
경기,55113,197003,7310,3632,3341,2022,37.570541,127.218186
경기,6492,20392,649,218,200,2022,37.570541,127.218186
경기,10100,38486,1549,787,724,2022,37.570541,127.218186
경기,1845,6234,266,137,126,2022,37.570541,127.218186
경기,238,710,36,11,10,2022,37.570541,127.218186
경기,603,2667,102,39,36,2022,37.570541,127.218186
경기,1546,3677,109,27,25,2022,37.570541,127.218186
경기,11919,254393,5051,502,461,2022,37.570541,127.218186
경기,8719,139323,2875,1575,1449,2022,37.570541,127.218186
경기,1,24,0,0,0,2022,37.570541,127.218186
경기,102,2382,27,12,11,2022,37.570541,127.218186
경기,2553,38623,824,117,108,2022,37.570541,127.218186
경기,850,13749,267,37,34,2022,37.570541,127.218186
경기,1140,21948,364,593,545,2022,37.570541,127.218186
경기,2105,7056,241,56,51,2022,37.570541,127.218186
경기,347,800,19,8,7,2022,37.570541,127.218186
경기,241,1095,29,6,5,2022,37.570541,127.218186
경기,41,55,2,1,0,2022,37.570541,127.218186
경기,27336,61769,1707,574,528,2022,37.570541,127.218186
경기,1705,3279,88,34,31,2022,37.570541,127.218186
경기,8178,135729,1782,2374,2184,2022,37.570541,127.218186
경기,24867,107017,3886,1217,1120,2022,37.570541,127.218186
경기,20292,72592,2688,1335,1228,2022,37.570541,127.218186
경기,3260,10649,325,112,103,2022,37.570541,127.218186
경기,3407,13035,524,266,245,2022,37.570541,127.218186
경기,858,2904,124,64,59,2022,37.570541,127.218186
경기,102,304,15,5,4,2022,37.570541,127.218186
경기,209,938,35,13,12,2022,37.570541,127.218186
경기,571,1417,40,10,10,2022,37.570541,127.218186
경기,5380,126328,2139,224,206,2022,37.570541,127.218186
경기,3965,68400,1220,741,682,2022,37.570541,127.218186
경기,174,3643,48,20,18,2022,37.570541,127.218186
경기,4125,54253,1428,192,177,2022,37.570541,127.218186
경기,1367,19264,466,60,56,2022,37.570541,127.218186
경기,1080,20697,357,580,533,2022,37.570541,127.218186
경기,2436,8225,278,68,62,2022,37.570541,127.218186
경기,633,1465,35,14,13,2022,37.570541,127.218186
경기,364,1599,43,8,7,2022,37.570541,127.218186
경기,25569,57749,1567,538,495,2022,37.570541,127.218186
경기,2974,6234,158,62,57,2022,37.570541,127.218186
경기,9905,166782,2284,2874,2644,2022,37.570541,127.218186
경기,27330,104120,4179,1199,1103,2022,37.570541,127.218186
경기,14315,51162,1899,943,868,2022,37.570541,127.218186
경기,2694,8289,270,89,82,2022,37.570541,127.218186
경기,2365,9004,363,184,170,2022,37.570541,127.218186
경기,818,2761,118,61,56,2022,37.570541,127.218186
경기,136,406,21,6,6,2022,37.570541,127.218186
경기,102,486,17,7,6,2022,37.570541,127.218186
경기,395,950,28,7,6,2022,37.570541,127.218186
경기,9127,189168,3932,386,355,2022,37.570541,127.218186
경기,6639,103709,2234,1178,1084,2022,37.570541,127.218186
경기,1,24,0,0,0,2022,37.570541,127.218186
경기,414,8583,116,47,43,2022,37.570541,127.218186
경기,10116,129133,3550,471,433,2022,37.570541,127.218186
경기,3360,45821,1163,149,137,2022,37.570541,127.218186
경기,3733,69472,1226,1930,1776,2022,37.570541,127.218186
경기,5849,17542,681,138,127,2022,37.570541,127.218186
경기,512,1207,31,11,10,2022,37.570541,127.218186
경기,742,2768,97,14,13,2022,37.570541,127.218186
경기,172,228,9,2,2,2022,37.570541,127.218186
경기,79856,180793,5077,1670,1537,2022,37.570541,127.218186
경기,3285,4603,177,52,48,2022,37.570541,127.218186
경기,31871,534827,7439,9233,8494,2022,37.570541,127.218186
경기,90027,326910,13764,3793,3490,2022,37.570541,127.218186
경기,37386,133366,4955,2462,2265,2022,37.570541,127.218186
경기,5657,17307,572,185,170,2022,37.570541,127.218186
경기,6259,23812,959,487,448,2022,37.570541,127.218186
경기,1799,6077,259,134,123,2022,37.570541,127.218186
경기,374,1116,57,17,15,2022,37.570541,127.218186
경기,632,2208,104,33,31,2022,37.570541,127.218186
경기,1386,3121,107,22,20,2022,37.570541,127.218186
경기,22015,447588,9641,937,862,2022,37.570541,127.218186
경기,16105,247301,5539,2806,2582,2022,37.570541,127.218186
경기,132,2883,36,15,14,2022,37.570541,127.218186
경기,3206,44665,1084,149,137,2022,37.570541,127.218186
경기,1066,15898,354,47,43,2022,37.570541,127.218186
경기,1098,20941,354,569,524,2022,37.570541,127.218186
경기,1862,6046,214,47,44,2022,37.570541,127.218186
경기,219,507,12,5,5,2022,37.570541,127.218186
경기,189,828,23,4,4,2022,37.570541,127.218186
경기,50,67,3,1,1,2022,37.570541,127.218186
경기,25454,57589,1610,533,491,2022,37.570541,127.218186
경기,1165,1825,60,20,19,2022,37.570541,127.218186
경기,9779,162872,2202,2822,2596,2022,37.570541,127.218186
경기,27757,109857,4272,1253,1152,2022,37.570541,127.218186
경기,13617,48704,1803,896,824,2022,37.570541,127.218186
경기,2023,6605,202,69,64,2022,37.570541,127.218186
경기,2106,8059,324,164,151,2022,37.570541,127.218186
경기,446,1511,64,33,31,2022,37.570541,127.218186
경기,102,304,15,5,4,2022,37.570541,127.218186
경기,178,763,30,11,10,2022,37.570541,127.218186
경기,399,977,29,7,7,2022,37.570541,127.218186
경기,6983,151544,2927,294,271,2022,37.570541,127.218186
경기,5099,82636,1668,915,842,2022,37.570541,127.218186
경기,377,9113,97,50,46,2022,37.570541,127.218186
경기,9854,151366,3115,455,419,2022,37.570541,127.218186
경기,3315,53970,1012,142,131,2022,37.570541,127.218186
경기,3378,66816,1094,1852,1704,2022,37.570541,127.218186
경기,10700,41080,1209,336,310,2022,37.570541,127.218186
경기,5643,12972,298,127,117,2022,37.570541,127.218186
경기,2614,12738,307,65,60,2022,37.570541,127.218186
경기,87206,196594,5236,1849,1701,2022,37.570541,127.218186
경기,17353,36248,903,367,338,2022,37.570541,127.218186
경기,44,159,4,2,1,2022,37.570541,127.218186
경기,31292,533002,6612,9585,8818,2022,37.570541,127.218186
경기,131404,593508,21181,7086,6519,2022,37.570541,127.218186
경기,356730,1270957,47282,23495,21615,2022,37.570541,127.218186
경기,71278,219107,7201,2333,2147,2022,37.570541,127.218186
경기,40078,150631,6076,3102,2854,2022,37.570541,127.218186
경기,13928,46708,1987,1032,950,2022,37.570541,127.218186
경기,611,1825,93,27,25,2022,37.570541,127.218186
경기,3192,14724,543,208,191,2022,37.570541,127.218186
경기,11054,26634,789,196,180,2022,37.570541,127.218186
경기,19941,485825,7784,828,761,2022,37.570541,127.218186
경기,14873,263430,4452,2958,2722,2022,37.570541,127.218186
경기,53,1091,15,6,6,2022,37.570541,127.218186
경기,1272,15914,447,59,55,2022,37.570541,127.218186
경기,424,5659,147,19,17,2022,37.570541,127.218186
경기,549,10317,185,295,271,2022,37.570541,127.218186
경기,963,2983,111,24,22,2022,37.570541,127.218186
경기,158,367,9,3,3,2022,37.570541,127.218186
경기,92,385,11,2,2,2022,37.570541,127.218186
경기,12018,27202,755,252,232,2022,37.570541,127.218186
경기,823,1612,45,16,15,2022,37.570541,127.218186
경기,4698,80281,1111,1388,1277,2022,37.570541,127.218186
경기,13503,47962,2064,572,526,2022,37.570541,127.218186
경기,6680,23780,888,441,406,2022,37.570541,127.218186
경기,641,1695,66,19,18,2022,37.570541,127.218186
경기,1293,4865,196,100,92,2022,37.570541,127.218186
경기,232,777,33,17,16,2022,37.570541,127.218186
경기,34,101,5,2,1,2022,37.570541,127.218186
경기,56,219,10,3,3,2022,37.570541,127.218186
경기,170,362,12,3,2,2022,37.570541,127.218186
경기,2809,56375,1234,119,110,2022,37.570541,127.218186
경기,2045,31124,702,361,332,2022,37.570541,127.218186
경기,170,3980,45,21,20,2022,37.570541,127.218186
경기,4299,64427,1381,198,182,2022,37.570541,127.218186
경기,1430,22896,446,62,57,2022,37.570541,127.218186
경기,1637,32087,531,884,813,2022,37.570541,127.218186
경기,3843,14431,433,117,108,2022,37.570541,127.218186
경기,1122,2578,59,25,23,2022,37.570541,127.218186
경기,625,3038,73,15,14,2022,37.570541,127.218186
경기,40804,92185,2535,857,789,2022,37.570541,127.218186
경기,3552,7403,183,75,69,2022,37.570541,127.218186
경기,9,34,1,0,0,2022,37.570541,127.218186
경기,15458,261199,3356,4620,4250,2022,37.570541,127.218186
경기,49712,213860,7818,2496,2296,2022,37.570541,127.218186
경기,52165,186529,6915,3435,3161,2022,37.570541,127.218186
경기,9908,31780,988,337,310,2022,37.570541,127.218186
경기,4891,18616,750,381,351,2022,37.570541,127.218186
경기,1639,5539,236,122,112,2022,37.570541,127.218186
경기,238,710,36,11,10,2022,37.570541,127.218186
경기,586,2834,100,40,36,2022,37.570541,127.218186
경기,1603,3940,112,29,27,2022,37.570541,127.218186
경기,8957,210845,3556,370,341,2022,37.570541,127.218186
경기,6620,114356,2023,1258,1157,2022,37.570541,127.218186
경기,214,4430,60,24,22,2022,37.570541,127.218186
경기,5072,65271,1772,236,217,2022,37.570541,127.218186
경기,1680,23169,579,74,69,2022,37.570541,127.218186
경기,2510,47039,835,1323,1217,2022,37.570541,127.218186
경기,4058,13398,464,106,98,2022,37.570541,127.218186
경기,715,1644,38,16,15,2022,37.570541,127.218186
경기,387,1849,46,9,9,2022,37.570541,127.218186
경기,54377,123100,3449,1138,1047,2022,37.570541,127.218186
경기,2726,4571,143,49,45,2022,37.570541,127.218186
경기,8,28,1,0,0,2022,37.570541,127.218186
경기,20322,342919,4772,5884,5413,2022,37.570541,127.218186
경기,54824,200925,8337,2318,2133,2022,37.570541,127.218186
경기,38127,136213,5054,2511,2310,2022,37.570541,127.218186
경기,7558,24327,754,257,236,2022,37.570541,127.218186
경기,3333,12602,508,259,238,2022,37.570541,127.218186
경기,1060,3580,153,79,72,2022,37.570541,127.218186
경기,204,608,31,9,8,2022,37.570541,127.218186
경기,345,1683,59,23,21,2022,37.570541,127.218186
경기,1034,2549,73,19,17,2022,37.570541,127.218186
경기,11266,229579,4903,478,440,2022,37.570541,127.218186
경기,8193,126252,2791,1440,1325,2022,37.570541,127.218186
경기,234,5791,59,32,30,2022,37.570541,127.218186
경기,6391,97359,1981,294,271,2022,37.570541,127.218186
경기,2334,36837,703,99,91,2022,37.570541,127.218186
경기,1735,34658,543,959,882,2022,37.570541,127.218186
경기,5393,19898,613,164,151,2022,37.570541,127.218186
경기,1837,4253,101,41,37,2022,37.570541,127.218186
경기,1211,5341,147,27,25,2022,37.570541,127.218186
경기,132,179,7,2,2,2022,37.570541,127.218186
경기,41814,94079,2460,888,817,2022,37.570541,127.218186
경기,8312,17388,436,174,160,2022,37.570541,127.218186
경기,18727,316447,3879,5797,5333,2022,37.570541,127.218186
경기,73471,338028,11872,4023,3701,2022,37.570541,127.218186
경기,105474,376631,13990,6951,6395,2022,37.570541,127.218186
경기,18080,56268,1812,602,553,2022,37.570541,127.218186
경기,17875,67946,2736,1392,1280,2022,37.570541,127.218186
경기,4163,14036,598,309,284,2022,37.570541,127.218186
경기,204,608,31,9,8,2022,37.570541,127.218186
경기,1112,4773,188,69,64,2022,37.570541,127.218186
경기,3048,7179,219,53,48,2022,37.570541,127.218186
경기,13115,322119,5043,541,498,2022,37.570541,127.218186
경기,9884,175285,2886,1959,1802,2022,37.570541,127.218186
경기,177,3818,49,21,20,2022,37.570541,127.218186
경기,4312,58223,1465,201,185,2022,37.570541,127.218186
경기,1437,20715,478,63,58,2022,37.570541,127.218186
경기,1249,23896,410,675,621,2022,37.570541,127.218186
경기,2615,8807,299,71,66,2022,37.570541,127.218186
경기,592,1370,33,13,12,2022,37.570541,127.218186
경기,340,1528,41,8,7,2022,37.570541,127.218186
경기,29602,66901,1830,622,573,2022,37.570541,127.218186
경기,2782,5833,148,58,53,2022,37.570541,127.218186
경기,11363,192918,2537,3401,3129,2022,37.570541,127.218186
경기,36845,150698,5773,1777,1635,2022,37.570541,127.218186
경기,35421,126383,4700,2335,2148,2022,37.570541,127.218186
경기,5511,16689,555,180,165,2022,37.570541,127.218186
경기,6207,23546,949,483,444,2022,37.570541,127.218186
경기,1576,5306,226,117,108,2022,37.570541,127.218186
경기,170,507,26,8,7,2022,37.570541,127.218186
경기,291,1295,49,19,17,2022,37.570541,127.218186
경기,957,2244,68,17,15,2022,37.570541,127.218186
경기,9298,199097,3939,394,363,2022,37.570541,127.218186
경기,6826,109076,2242,1247,1147,2022,37.570541,127.218186
경기,170,3601,47,21,19,2022,37.570541,127.218186
경기,4176,53782,1437,195,180,2022,37.570541,127.218186
경기,1400,19171,473,62,57,2022,37.570541,127.218186
경기,1021,19456,341,566,521,2022,37.570541,127.218186
경기,2362,7607,272,63,58,2022,37.570541,127.218186
경기,586,1366,34,13,12,2022,37.570541,127.218186
경기,346,1441,42,7,7,2022,37.570541,127.218186
경기,23999,54322,1486,504,464,2022,37.570541,127.218186
경기,2765,5834,153,57,52,2022,37.570541,127.218186
경기,8393,144411,1877,2579,2372,2022,37.570541,127.218186
경기,28952,113458,4550,1381,1271,2022,37.570541,127.218186
경기,25025,89151,3325,1653,1520,2022,37.570541,127.218186
경기,3342,9238,340,103,95,2022,37.570541,127.218186
경기,4336,16360,660,337,310,2022,37.570541,127.218186
경기,1126,3778,161,84,77,2022,37.570541,127.218186
경기,102,304,15,5,4,2022,37.570541,127.218186
경기,223,896,38,14,13,2022,37.570541,127.218186
경기,709,1555,52,11,11,2022,37.570541,127.218186
경기,8972,186441,3874,382,351,2022,37.570541,127.218186
경기,6601,102844,2208,1202,1106,2022,37.570541,127.218186
경기,46,960,13,5,5,2022,37.570541,127.218186
경기,1174,14535,413,54,50,2022,37.570541,127.218186
경기,404,5263,140,18,16,2022,37.570541,127.218186
경기,264,4883,87,137,126,2022,37.570541,127.218186
경기,611,1904,72,16,14,2022,37.570541,127.218186
경기,144,339,9,3,3,2022,37.570541,127.218186
경기,189,693,25,3,3,2022,37.570541,127.218186
경기,83,112,5,1,1,2022,37.570541,127.218186
경기,5606,12669,348,118,108,2022,37.570541,127.218186
경기,522,1098,28,11,10,2022,37.570541,127.218186
경기,1977,33064,461,587,540,2022,37.570541,127.218186
경기,6688,24097,1044,289,265,2022,37.570541,127.218186
경기,3649,13003,484,240,221,2022,37.570541,127.218186
경기,714,2107,72,23,21,2022,37.570541,127.218186
경기,571,2175,88,45,41,2022,37.570541,127.218186
경기,233,788,34,17,16,2022,37.570541,127.218186
경기,35,104,5,2,1,2022,37.570541,127.218186
경기,130,405,21,6,6,2022,37.570541,127.218186
경기,195,417,16,3,3,2022,37.570541,127.218186
경기,2478,49896,1096,106,97,2022,37.570541,127.218186
경기,1823,27721,632,318,293,2022,37.570541,127.218186
경기,81,2025,20,11,10,2022,37.570541,127.218186
경기,2257,35049,685,102,94,2022,37.570541,127.218186
경기,842,13495,248,35,32,2022,37.570541,127.218186
경기,640,12916,199,346,319,2022,37.570541,127.218186
경기,2016,7280,230,60,55,2022,37.570541,127.218186
경기,660,1531,37,15,13,2022,37.570541,127.218186
경기,577,2474,70,12,11,2022,37.570541,127.218186
경기,171,206,9,3,2,2022,37.570541,127.218186
경기,17478,39394,1052,370,340,2022,37.570541,127.218186
경기,2681,5609,141,56,52,2022,37.570541,127.218186
경기,8254,138498,1692,2540,2337,2022,37.570541,127.218186
경기,29611,140672,4781,1643,1512,2022,37.570541,127.218186
경기,44433,158917,5887,2925,2691,2022,37.570541,127.218186
경기,7385,23937,736,252,232,2022,37.570541,127.218186
경기,6786,25935,1043,529,487,2022,37.570541,127.218186
경기,2146,7258,309,159,147,2022,37.570541,127.218186
경기,96,300,15,5,4,2022,37.570541,127.218186
경기,506,2191,86,32,29,2022,37.570541,127.218186
경기,1306,3177,93,23,22,2022,37.570541,127.218186
경기,4397,110082,1651,179,165,2022,37.570541,127.218186
경기,3323,60095,951,656,604,2022,37.570541,127.218186
경기,388,8717,104,49,45,2022,37.570541,127.218186
경기,9721,136593,3210,449,413,2022,37.570541,127.218186
경기,3251,48634,1046,141,129,2022,37.570541,127.218186
경기,3136,61325,1035,1727,1589,2022,37.570541,127.218186
경기,6792,22921,775,186,171,2022,37.570541,127.218186
경기,1726,3988,94,38,35,2022,37.570541,127.218186
경기,932,4236,111,21,20,2022,37.570541,127.218186
경기,77356,174850,4796,1626,1496,2022,37.570541,127.218186
경기,7085,14841,376,148,136,2022,37.570541,127.218186
경기,6,23,1,0,0,2022,37.570541,127.218186
경기,36209,620431,8052,11013,10132,2022,37.570541,127.218186
경기,122088,499867,19207,5984,5506,2022,37.570541,127.218186
경기,114792,409520,15241,7574,6968,2022,37.570541,127.218186
경기,15492,45460,1565,497,457,2022,37.570541,127.218186
경기,18392,69599,2805,1429,1315,2022,37.570541,127.218186
경기,4781,16077,684,355,327,2022,37.570541,127.218186
경기,509,1521,77,23,21,2022,37.570541,127.218186
경기,1148,5030,195,74,68,2022,37.570541,127.218186
경기,3652,8437,260,62,57,2022,37.570541,127.218186
경기,20395,456584,8391,851,783,2022,37.570541,127.218186
경기,15057,249635,4779,2820,2595,2022,37.570541,127.218186
경기,140,3187,37,17,16,2022,37.570541,127.218186
경기,3472,50833,1142,161,148,2022,37.570541,127.218186
경기,1155,18065,370,50,46,2022,37.570541,127.218186
경기,1187,23149,387,641,590,2022,37.570541,127.218186
경기,3244,12276,367,101,93,2022,37.570541,127.218186
경기,1561,3589,83,35,32,2022,37.570541,127.218186
경기,742,3601,87,19,17,2022,37.570541,127.218186
경기,29779,67176,1804,630,580,2022,37.570541,127.218186
경기,5028,10503,262,106,98,2022,37.570541,127.218186
경기,10,37,1,0,0,2022,37.570541,127.218186
경기,9119,153610,1958,2716,2499,2022,37.570541,127.218186
경기,29991,134280,4738,1544,1420,2022,37.570541,127.218186
경기,40118,143361,5315,2641,2429,2022,37.570541,127.218186
경기,6111,19923,610,209,192,2022,37.570541,127.218186
경기,3637,13791,556,283,260,2022,37.570541,127.218186
경기,1302,4387,187,97,89,2022,37.570541,127.218186
경기,136,406,21,6,6,2022,37.570541,127.218186
경기,538,2773,92,37,34,2022,37.570541,127.218186
경기,1877,4855,130,36,33,2022,37.570541,127.218186
경기,7369,168258,2995,308,284,2022,37.570541,127.218186
경기,5415,91333,1704,1025,943,2022,37.570541,127.218186
경기,296,7056,76,37,34,2022,37.570541,127.218186
경기,7689,117277,2448,353,324,2022,37.570541,127.218186
경기,2540,41446,782,109,100,2022,37.570541,127.218186
경기,2364,46597,739,1240,1140,2022,37.570541,127.218186
경기,5570,19952,635,161,148,2022,37.570541,127.218186
경기,1412,3256,76,32,29,2022,37.570541,127.218186
경기,1033,4621,126,23,22,2022,37.570541,127.218186
경기,60429,136379,3722,1273,1171,2022,37.570541,127.218186
경기,5538,11547,285,117,108,2022,37.570541,127.218186
경기,4,13,0,0,0,2022,37.570541,127.218186
경기,32063,536319,6979,9435,8680,2022,37.570541,127.218186
경기,101295,436990,15904,5026,4624,2022,37.570541,127.218186
경기,119514,427409,15832,7865,7236,2022,37.570541,127.218186
경기,24346,78962,2428,831,764,2022,37.570541,127.218186
경기,16598,63425,2552,1295,1191,2022,37.570541,127.218186
경기,4903,16589,707,364,335,2022,37.570541,127.218186
경기,306,913,46,14,13,2022,37.570541,127.218186
경기,1017,4609,172,65,60,2022,37.570541,127.218186
경기,3149,7705,225,57,52,2022,37.570541,127.218186
경기,15646,376327,6140,649,597,2022,37.570541,127.218186
경기,11670,204704,3533,2222,2044,2022,37.570541,127.218186
경기,121,2788,32,14,13,2022,37.570541,127.218186
경기,2971,44675,966,137,126,2022,37.570541,127.218186
경기,979,15839,310,43,39,2022,37.570541,127.218186
경기,818,16172,255,425,391,2022,37.570541,127.218186
경기,2273,9370,254,76,69,2022,37.570541,127.218186
경기,750,1717,39,17,16,2022,37.570541,127.218186
경기,427,2171,50,11,10,2022,37.570541,127.218186
경기,21120,47684,1310,444,409,2022,37.570541,127.218186
경기,1978,4108,99,42,39,2022,37.570541,127.218186
경기,9,34,1,0,0,2022,37.570541,127.218186
경기,9722,161301,2106,2813,2588,2022,37.570541,127.218186
경기,29299,130843,4592,1479,1361,2022,37.570541,127.218186
경기,33847,121120,4483,2227,2049,2022,37.570541,127.218186
경기,7035,23066,700,242,223,2022,37.570541,127.218186
